SampleID	NERR	prev_sample_name	Quarter_txt	Quarter_num	Replicate	Sample.Site	NERR_TYPE	NERR_LONG	SITE	LAT	LONG	HAB_TYPE	Region	Ocean	North_South	input	filtered	percentage_of_input_passed_filter	denoised	merged	percentage_of_input_merged	non.chimeric	percentage_of_input_non.chimeric	Site_Corrected	NERR_SITE_QTR	NERR_SITE_QTR_REP	SWMP_ID	datenum	yr	mnth	day	lub_date	met	wc	nut	Temp_Min.	Temp_Median	Temp_Mean	Temp_Max.	SpCond_Min.	SpCond_Median	SpCond_Mean	SpCond_Max.	Sal_Min.	Sal_Median	Sal_Mean	Sal_Max.	DO_pct_Min.	DO_pct_Median	DO_pct_Mean	DO_pct_Max.	DO_mgl_Min.	DO_mgl_Median	DO_mgl_Mean	DO_mgl_Max.	Depth_Min.	Depth_Median	Depth_Mean	Depth_Max.	pH_Min.	pH_Median	pH_Mean	pH_Max.	Turb_Min.	Turb_Median	Turb_Mean	Turb_Max.	days_since_wc	ATemp_Min.	ATemp_Median	ATemp_Mean	ATemp_Max.	WSpd_Min.	WSpd_Median	WSpd_Mean	WSpd_Max.	MaxWSpd_Min.	MaxWSpd_Median	MaxWSpd_Mean	MaxWSpd_Max.	TotPAR_Min.	TotPAR_Median	TotPAR_Mean	TotPAR_Max.	TotPrcp_Min.	TotPrcp_Median	TotPrcp_Mean	TotPrcp_Max.	days_since_met	PO4F_Min.	PO4F_Median	PO4F_Mean	PO4F_Max.	NH4F_Min.	NH4F_Median	NH4F_Mean	NH4F_Max.	NO23F_Min.	NO23F_Median	NO23F_Mean	NO23F_Max.	CHLA_N_Min.	CHLA_N_Median	CHLA_N_Mean	CHLA_N_Max.	days_since_nut	salinity	Temp_Min..1	Temp_Median.1	Temp_Mean.1	Temp_Max..1	SpCond_Min..1	SpCond_Median.1	SpCond_Mean.1	SpCond_Max..1	Sal_Min..1	Sal_Median.1	Sal_Mean.1	Sal_Max..1	DO_pct_Min..1	DO_pct_Median.1	DO_pct_Mean.1	DO_pct_Max..1	DO_mgl_Min..1	DO_mgl_Median.1	DO_mgl_Mean.1	DO_mgl_Max..1	Depth_Min..1	Depth_Median.1	Depth_Mean.1	Depth_Max..1	pH_Min..1	pH_Median.1	pH_Mean.1	pH_Max..1	Turb_Min..1	Turb_Median.1	Turb_Mean.1	Turb_Max..1	days_since_wc.1	ATemp_Min..1	ATemp_Median.1	ATemp_Mean.1	ATemp_Max..1	WSpd_Min..1	WSpd_Median.1	WSpd_Mean.1	WSpd_Max..1	MaxWSpd_Min..1	MaxWSpd_Median.1	MaxWSpd_Mean.1	MaxWSpd_Max..1	TotPAR_Min..1	TotPAR_Median.1	TotPAR_Mean.1	TotPAR_Max..1	TotPrcp_Min..1	TotPrcp_Median.1	TotPrcp_Mean.1	TotPrcp_Max..1	days_since_met.1	PO4F_Min..1	PO4F_Median.1	PO4F_Mean.1	PO4F_Max..1	NH4F_Min..1	NH4F_Median.1	NH4F_Mean.1	NH4F_Max..1	NO23F_Min..1	NO23F_Median.1	NO23F_Mean.1	NO23F_Max..1	CHLA_N_Min..1	CHLA_N_Median.1	CHLA_N_Mean.1	CHLA_N_Max..1	days_since_nut.1
PBJTw110823318S	PB	PBJTw1108233	Nov_23	7	3	JT	PBJT	Joe_Leary	JE	48.5181583	-122.47427	Freshwater_slough	N-Pacific	Pacific	North	131596	129357	98.3	128237	126237	95.93	125876	95.65	PBJT	PBJT_Q7	PBJT_Q7_3	PDBJT	110823	23	11	8	11/8/23	pdbjtmet	pdbjtwq	pdbjtnut	10.1	10.5	10.47604167	10.9	0.59	12.675	13.52989583	42.99	0.3	7.3	8.126041667	27.6	29	41.55	42.81458333	61	3.2	4.4	4.522916667	5.7	0.84	1.235	1.183229167	1.39	6.9	7	7.016666667	7.3	4	6	6.177083333	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0134	0.0136	0.0136	0.0138	0.1506	0.16125	0.16125	0.1719	1.3043	1.3117	1.3117	1.3191	2.72	3.33	3.33	3.94	1	B	10.1	10.5	10.47604167	10.9	0.59	12.675	13.52989583	42.99	0.3	7.3	8.126041667	27.6	29	41.55	42.81458333	61	3.2	4.4	4.522916667	5.7	0.84	1.235	1.183229167	1.39	6.9	7	7.016666667	7.3	4	6	6.177083333	12	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0134	0.0136	0.0136	0.0138	0.1506	0.16125	0.16125	0.1719	1.3043	1.3117	1.3117	1.3191	2.72	3.33	3.33	3.94	1
MAABw0815231	MA	MAABw0815231	Aug_23	6	1	AB	MAAB	Aransas_Bay	AB	27.9746	-97.0239	Open_bay	Gulf	Gulf	South	164969	161474	97.88	160857	159217	96.51	156906	95.11	MAAB	MAAB_Q6	MAAB_Q6_1	MARAB	81523	23	8	15	8/15/23	marabmet	marabwq	marabnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAABw0815232	MA	MAABw0815232	Aug_23	6	2	AB	MAAB	Aransas_Bay	AB	27.9746	-97.0239	Open_bay	Gulf	Gulf	South	242893	238939	98.37	238124	235641	97.01	231872	95.46	MAAB	MAAB_Q6	MAAB_Q6_2	MARAB	81523	23	8	15	8/15/23	marabmet	marabwq	marabnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAABw0815233	MA	MAABw0815233	Aug_23	6	3	AB	MAAB	Aransas_Bay	AB	27.9746	-97.0239	Open_bay	Gulf	Gulf	South	73669	72430	98.32	72159	71427	96.96	70455	95.64	MAAB	MAAB_Q6	MAAB_Q6_3	MARAB	81523	23	8	15	8/15/23	marabmet	marabwq	marabnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACEw0815231	MA	MACEw0815231	Aug_23	6	1	CE	MACE	Copano_East	CE	28.13234	-97.034439	Open_bay	Gulf	Gulf	South	67020	65787	98.16	65596	65101	97.14	64634	96.44	MACE	MACE_Q6	MACE_Q6_1	MARCEM	81523	23	8	15	8/15/23	marcemmet	marcemwq	marcemnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACEw0815232	MA	MACEw0815232	Aug_23	6	2	CE	MACE	Copano_East	CE	28.13234	-97.034439	Open_bay	Gulf	Gulf	South	93903	92008	97.98	91767	90989	96.9	90216	96.07	MACE	MACE_Q6	MACE_Q6_2	MARCEM	81523	23	8	15	8/15/23	marcemmet	marcemwq	marcemnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACEw0815233	MA	MACEw0815233	Aug_23	6	3	CE	MACE	Copano_East	CE	28.13234	-97.034439	Open_bay	Gulf	Gulf	South	66298	64954	97.97	64774	64310	97	63790	96.22	MACE	MACE_Q6	MACE_Q6_3	MARCEM	81523	23	8	15	8/15/23	marcemmet	marcemwq	marcemnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACWw0815231	MA	MACWw0815231	Aug_23	6	1	CW	MACW	Copano_West	CW	28.084033	-97.200898	Open_bay	Gulf	Gulf	South	157505	153925	97.73	153411	152480	96.81	150930	95.83	MACW	MACW_Q6	MACW_Q6_1	MARCW	81523	23	8	15	8/15/23	marcwmet	marcwwq	marcwnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACWw0815232	MA	MACWw0815232	Aug_23	6	2	CW	MACW	Copano_West	CW	28.084033	-97.200898	Open_bay	Gulf	Gulf	South	159961	156599	97.9	156144	155296	97.08	154028	96.29	MACW	MACW_Q6	MACW_Q6_2	MARCW	81523	23	8	15	8/15/23	marcwmet	marcwwq	marcwnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MACWw0815233	MA	MACWw0815233	Aug_23	6	3	CW	MACW	Copano_West	CW	28.084033	-97.200898	Open_bay	Gulf	Gulf	South	156639	151806	96.91	151239	150009	95.77	148541	94.83	MACW	MACW_Q6	MACW_Q6_3	MARCW	81523	23	8	15	8/15/23	marcwmet	marcwwq	marcwnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAMBw0815231	MA	MAMBw0815231	Aug_23	6	1	MB	MAMB	Mesquite_Bay	MB	28.138502	-96.82847	Open_bay	Gulf	Gulf	South	30308	29836	98.44	29727	27417	90.46	27297	90.07	MAMB	MAMB_Q6	MAMB_Q6_1	MARMB	81523	23	8	15	8/15/23	marmbmet	marmbwq	marmbnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	636	738.5	738.5	841	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	636	738.5	738.5	841	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAMBw0815232	MA	MAMBw0815232	Aug_23	6	2	MB	MAMB	Mesquite_Bay	MB	28.138502	-96.82847	Open_bay	Gulf	Gulf	South	33069	31180	94.29	30840	30355	91.79	30278	91.56	MAMB	MAMB_Q6	MAMB_Q6_2	MARMB	81523	23	8	15	8/15/23	marmbmet	marmbwq	marmbnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	636	738.5	738.5	841	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	636	738.5	738.5	841	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MAMBw0815233	MA	MAMBw0815233	Aug_23	6	3	MB	MAMB	Mesquite_Bay	MB	28.138502	-96.82847	Open_bay	Gulf	Gulf	South	348452	343318	98.53	342537	315066	90.42	312391	89.65	MAMB	MAMB_Q6	MAMB_Q6_3	MARMB	81523	23	8	15	8/15/23	marmbmet	marmbwq	marmbnut	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	636	738.5	738.5	841	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	S	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	NA	NA	NaN	NA	636	738.5	738.5	841	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PBBPw0809231	PB	PBBPw0809231	Aug_23	6	1	BP	PBBP	Ploeg	BP	48.556322	-122.53089	tidal_channel_within_open_bay	N-Pacific	Pacific	North	132302	130159	98.38	129784	129222	97.67	129018	97.52	PBBP	PBBP_Q6	PBBP_Q6_1	PDBBP	80923	23	8	9	8/9/23	pdbbpmet	pdbbpwq	pdbbpnut	13.8	15.1	16.28105263	19.8	32.91	47.44	42.26810526	47.88	20.6	30.9	27.23789474	31.2	85.9	107	105.7402778	118.7	7	9.1	9.233684211	11.3	1.04	2.95	2.501684211	3.41	8	8.1	8.107368421	8.3	1	1	1.157894737	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0579	0.0585	0.058333333	0.0586	0.0228	0.0232	0.023233333	0.0237	0.0166	0.0184	0.0179	0.0187	2.32	2.35	2.346666667	2.37	0	S	13.8	15.1	16.28105263	19.8	32.91	47.44	42.26810526	47.88	20.6	30.9	27.23789474	31.2	85.9	107	105.7402778	118.7	7	9.1	9.233684211	11.3	1.04	2.95	2.501684211	3.41	8	8.1	8.107368421	8.3	1	1	1.157894737	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0579	0.0585	0.058333333	0.0586	0.0228	0.0232	0.023233333	0.0237	0.0166	0.0184	0.0179	0.0187	2.32	2.35	2.346666667	2.37	0
PBBPw0809232	PB	PBBPw0809232	Aug_23	6	2	BP	PBBP	Ploeg	BP	48.556322	-122.53089	tidal_channel_within_open_bay	N-Pacific	Pacific	North	181288	178369	98.39	177872	177255	97.78	176524	97.37	PBBP	PBBP_Q6	PBBP_Q6_2	PDBBP	80923	23	8	9	8/9/23	pdbbpmet	pdbbpwq	pdbbpnut	13.8	15.1	16.28105263	19.8	32.91	47.44	42.26810526	47.88	20.6	30.9	27.23789474	31.2	85.9	107	105.7402778	118.7	7	9.1	9.233684211	11.3	1.04	2.95	2.501684211	3.41	8	8.1	8.107368421	8.3	1	1	1.157894737	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0579	0.0585	0.058333333	0.0586	0.0228	0.0232	0.023233333	0.0237	0.0166	0.0184	0.0179	0.0187	2.32	2.35	2.346666667	2.37	0	S	13.8	15.1	16.28105263	19.8	32.91	47.44	42.26810526	47.88	20.6	30.9	27.23789474	31.2	85.9	107	105.7402778	118.7	7	9.1	9.233684211	11.3	1.04	2.95	2.501684211	3.41	8	8.1	8.107368421	8.3	1	1	1.157894737	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0579	0.0585	0.058333333	0.0586	0.0228	0.0232	0.023233333	0.0237	0.0166	0.0184	0.0179	0.0187	2.32	2.35	2.346666667	2.37	0
PBBPw0809233	PB	PBBPw0809233	Aug_23	6	3	BP	PBBP	Ploeg	BP	48.556322	-122.53089	tidal_channel_within_open_bay	N-Pacific	Pacific	North	4976	4344	87.3	4271	4184	84.08	4180	84	PBBP	PBBP_Q6	PBBP_Q6_3	PDBBP	80923	23	8	9	8/9/23	pdbbpmet	pdbbpwq	pdbbpnut	13.8	15.1	16.28105263	19.8	32.91	47.44	42.26810526	47.88	20.6	30.9	27.23789474	31.2	85.9	107	105.7402778	118.7	7	9.1	9.233684211	11.3	1.04	2.95	2.501684211	3.41	8	8.1	8.107368421	8.3	1	1	1.157894737	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0579	0.0585	0.058333333	0.0586	0.0228	0.0232	0.023233333	0.0237	0.0166	0.0184	0.0179	0.0187	2.32	2.35	2.346666667	2.37	0	S	13.8	15.1	16.28105263	19.8	32.91	47.44	42.26810526	47.88	20.6	30.9	27.23789474	31.2	85.9	107	105.7402778	118.7	7	9.1	9.233684211	11.3	1.04	2.95	2.501684211	3.41	8	8.1	8.107368421	8.3	1	1	1.157894737	2	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0579	0.0585	0.058333333	0.0586	0.0228	0.0232	0.023233333	0.0237	0.0166	0.0184	0.0179	0.0187	2.32	2.35	2.346666667	2.37	0
PBBVw0809231	PB	PBBVw0809231	Aug_23	6	1	BV	PBBV	Bayview	BY	48.496139	-122.50211	tidal_channel_within_open_bay	N-Pacific	Pacific	North	194914	192013	98.51	191569	190607	97.79	189033	96.98	PBBY	PBBY_Q6	PBBY_Q6_1	PDBBY	80923	23	8	9	8/9/23	pdbbymet	pdbbywq	pdbbynut	12.9	13.9	14.88333333	17.7	47.26	47.705	47.59875	47.81	30.8	31.1	31.009375	31.1	65.5	91.05	92.02340426	119.2	5.2	7.6	7.741666667	9.8	1.52	3.44	3.005520833	3.94	7.6	7.9	7.909375	8.1	1	1	1.635416667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	0.0643	0.0643	0.0643	0.0262	0.0262	0.0262	0.0262	0.1859	0.1871	0.1871	0.1883	2.3	2.39	2.39	2.48	0	S	12.9	13.9	14.88333333	17.7	47.26	47.705	47.59875	47.81	30.8	31.1	31.009375	31.1	65.5	91.05	92.02340426	119.2	5.2	7.6	7.741666667	9.8	1.52	3.44	3.005520833	3.94	7.6	7.9	7.909375	8.1	1	1	1.635416667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	0.0643	0.0643	0.0643	0.0262	0.0262	0.0262	0.0262	0.1859	0.1871	0.1871	0.1883	2.3	2.39	2.39	2.48	0
PBBVw0809232	PB	PBBVw0809232	Aug_23	6	2	BV	PBBV	Bayview	BY	48.496139	-122.50211	tidal_channel_within_open_bay	N-Pacific	Pacific	North	101644	99738	98.12	99530	99086	97.48	98339	96.75	PBBY	PBBY_Q6	PBBY_Q6_2	PDBBY	80923	23	8	9	8/9/23	pdbbymet	pdbbywq	pdbbynut	12.9	13.9	14.88333333	17.7	47.26	47.705	47.59875	47.81	30.8	31.1	31.009375	31.1	65.5	91.05	92.02340426	119.2	5.2	7.6	7.741666667	9.8	1.52	3.44	3.005520833	3.94	7.6	7.9	7.909375	8.1	1	1	1.635416667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	0.0643	0.0643	0.0643	0.0262	0.0262	0.0262	0.0262	0.1859	0.1871	0.1871	0.1883	2.3	2.39	2.39	2.48	0	S	12.9	13.9	14.88333333	17.7	47.26	47.705	47.59875	47.81	30.8	31.1	31.009375	31.1	65.5	91.05	92.02340426	119.2	5.2	7.6	7.741666667	9.8	1.52	3.44	3.005520833	3.94	7.6	7.9	7.909375	8.1	1	1	1.635416667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	0.0643	0.0643	0.0643	0.0262	0.0262	0.0262	0.0262	0.1859	0.1871	0.1871	0.1883	2.3	2.39	2.39	2.48	0
PBBVw0809233	PB	PBBVw0809233	Aug_23	6	3	BV	PBBV	Bayview	BY	48.496139	-122.50211	tidal_channel_within_open_bay	N-Pacific	Pacific	North	58469	57672	98.64	57495	57233	97.89	56938	97.38	PBBY	PBBY_Q6	PBBY_Q6_3	PDBBY	80923	23	8	9	8/9/23	pdbbymet	pdbbywq	pdbbynut	12.9	13.9	14.88333333	17.7	47.26	47.705	47.59875	47.81	30.8	31.1	31.009375	31.1	65.5	91.05	92.02340426	119.2	5.2	7.6	7.741666667	9.8	1.52	3.44	3.005520833	3.94	7.6	7.9	7.909375	8.1	1	1	1.635416667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	0.0643	0.0643	0.0643	0.0262	0.0262	0.0262	0.0262	0.1859	0.1871	0.1871	0.1883	2.3	2.39	2.39	2.48	0	S	12.9	13.9	14.88333333	17.7	47.26	47.705	47.59875	47.81	30.8	31.1	31.009375	31.1	65.5	91.05	92.02340426	119.2	5.2	7.6	7.741666667	9.8	1.52	3.44	3.005520833	3.94	7.6	7.9	7.909375	8.1	1	1	1.635416667	3	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0643	0.0643	0.0643	0.0643	0.0262	0.0262	0.0262	0.0262	0.1859	0.1871	0.1871	0.1883	2.3	2.39	2.39	2.48	0
